package_name,Jan 23,Feb 23,Mar 23,Apr 23,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24
homebridge-tuya,488.0,382.0,424.0,429.0,390.0,462.0,402.0,346.0,270.0,455.0,394.0,348.0,1247.0,1418.0
safetyfirst,13.0,11.0,12.0,12.0,4.0,11.0,15.0,5.0,14.0,22.0,10.0,8.0,7.0,11.0
penne,9.0,6.0,5.0,4.0,3.0,5.0,6.0,3.0,4.0,7.0,7.0,4.0,3.0,3.0
gappy,9.0,6.0,3.0,7.0,3.0,3.0,8.0,6.0,2.0,7.0,7.0,3.0,3.0,1.0
tal-config,16.0,11.0,16.0,11.0,13.0,28.0,21.0,3.0,14.0,23.0,8.0,6.0,10.0,1.0
agent-detection,13.0,7.0,38.0,25.0,24.0,22.0,35.0,131.0,25.0,63.0,6.0,14.0,14.0,5.0
generator-alpine-tailwind-boilerplate,99.0,99.0,174.0,85.0,49.0,7.0,169.0,113.0,3.0,127.0,87.0,56.0,1448.0,745.0
wfc,17.0,15.0,11.0,6.0,5.0,5.0,6.0,3.0,2.0,8.0,11.0,7.0,5.0,2.0
grunt-project-structure,22.0,12.0,20.0,21.0,4.0,13.0,11.0,6.0,3.0,39.0,14.0,3.0,6.0,1.0
botsat,14.0,9.0,9.0,11.0,7.0,7.0,13.0,18.0,8.0,42.0,4.0,6.0,6.0,1.0
stylelint-uppercase-letter-spacing,18.0,7.0,9.0,9.0,3.0,7.0,13.0,8.0,10.0,10.0,7.0,8.0,11.0,3.0
gulp-concat-sourcemap-bom,17.0,7.0,4.0,7.0,3.0,6.0,8.0,3.0,3.0,8.0,7.0,5.0,4.0,2.0
node1000k,27.0,18.0,15.0,21.0,6.0,10.0,18.0,11.0,18.0,28.0,20.0,6.0,10.0,2.0
dataship-frame,152.0,107.0,155.0,88.0,140.0,192.0,141.0,83.0,81.0,190.0,228.0,314.0,243.0,224.0
oilstone-fast-deep-equal,266.0,13.0,13.0,15.0,10.0,21.0,13.0,7.0,1.0,14.0,11.0,7.0,8.0,1.0
swift-cache,16.0,5.0,8.0,9.0,7.0,8.0,16.0,3.0,7.0,22.0,14.0,1.0,7.0,1.0
amazeui-custom,8.0,10.0,13.0,9.0,19.0,13.0,26.0,24.0,6.0,73.0,56.0,11.0,73.0,22.0
sea-cli-demo,10.0,11.0,4.0,8.0,3.0,10.0,12.0,6.0,3.0,12.0,8.0,1.0,5.0,2.0
test-npm-gh-action,29.0,15.0,17.0,29.0,6.0,12.0,14.0,10.0,10.0,29.0,11.0,15.0,11.0,9.0
node-git-deployor,33.0,22.0,56.0,37.0,18.0,46.0,50.0,30.0,15.0,53.0,23.0,25.0,19.0,2.0
space-eye-mac-node-api,56.0,37.0,48.0,47.0,6.0,9.0,21.0,6.0,13.0,28.0,21.0,3.0,28.0,5.0
pypre,0.0,377.0,22.0,31.0,10.0,19.0,22.0,15.0,1.0,20.0,14.0,7.0,11.0,1.0
underscore-node,3850.0,3591.0,3918.0,3119.0,2965.0,2869.0,2650.0,3694.0,3750.0,4109.0,4673.0,3418.0,4939.0,3589.0
futhork,549.0,456.0,300.0,211.0,272.0,119.0,196.0,49.0,64.0,95.0,76.0,44.0,49.0,32.0
gulp-email-tools,29.0,18.0,38.0,43.0,5.0,23.0,27.0,10.0,1.0,33.0,19.0,11.0,10.0,1.0
mo-sequencer,13.0,6.0,4.0,4.0,3.0,14.0,10.0,33.0,5.0,11.0,10.0,5.0,3.0,2.0
3d-camera-core,30.0,12.0,11.0,7.0,7.0,14.0,16.0,125.0,47.0,40.0,17.0,12.0,6.0,6.0
xor-distance,16364.0,10850.0,13481.0,14288.0,12317.0,15111.0,20409.0,22909.0,25317.0,27842.0,35412.0,28471.0,47606.0,44270.0
arrgh,19.0,16.0,24.0,15.0,21.0,6.0,15.0,110.0,7.0,53.0,10.0,7.0,9.0,9.0
nuxt-cookie-consent,208.0,128.0,166.0,139.0,130.0,85.0,109.0,116.0,81.0,109.0,80.0,65.0,77.0,72.0
babel-preset-es2015-loose-balance,16.0,13.0,7.0,5.0,4.0,7.0,9.0,19.0,8.0,24.0,3.0,3.0,5.0,3.0
twihi,22.0,9.0,11.0,13.0,6.0,8.0,13.0,2.0,10.0,28.0,12.0,1.0,7.0,4.0
sprint-scripts,45.0,40.0,32.0,42.0,7.0,26.0,42.0,128.0,359.0,368.0,45.0,9.0,37.0,2.0
apiboxs,26.0,18.0,33.0,12.0,11.0,26.0,21.0,23.0,9.0,118.0,36.0,12.0,15.0,2.0
react-native-grasshopper,6.0,11.0,10.0,20.0,17.0,37.0,17.0,9.0,7.0,24.0,8.0,6.0,6.0,4.0
js-base64,21437765.0,21469385.0,24466545.0,20679064.0,22597721.0,21921219.0,21349556.0,22163080.0,20261790.0,21118153.0,19120247.0,16698643.0,20045607.0,15217540.0
poisson-disk-sampling,1193.0,1110.0,955.0,940.0,1243.0,1297.0,1309.0,1607.0,2433.0,3422.0,5009.0,3771.0,7323.0,3868.0
eslint-on-modifications,29.0,20.0,19.0,18.0,4.0,10.0,21.0,37.0,14.0,30.0,10.0,9.0,14.0,4.0
node-dreamhost-dns-updater,16.0,8.0,23.0,18.0,4.0,13.0,8.0,17.0,15.0,34.0,15.0,8.0,10.0,5.0
mock-rock,20.0,9.0,20.0,17.0,6.0,13.0,21.0,10.0,3.0,44.0,14.0,10.0,10.0,1.0
flash-player-loader,178.0,163.0,219.0,257.0,284.0,174.0,274.0,238.0,221.0,159.0,141.0,66.0,93.0,62.0
sugui,23.0,25.0,19.0,15.0,18.0,7.0,27.0,16.0,37.0,74.0,48.0,49.0,35.0,3.0
ruter-cli,41.0,28.0,50.0,36.0,9.0,17.0,49.0,6.0,31.0,58.0,24.0,76.0,20.0,10.0
arguto,7.0,5.0,5.0,5.0,8.0,8.0,8.0,111.0,5.0,20.0,4.0,4.0,7.0,3.0
forklift-ui-pages,19.0,13.0,21.0,29.0,3.0,4.0,22.0,10.0,1.0,22.0,8.0,19.0,7.0,2.0
create-understrap-backbone,18.0,29.0,39.0,23.0,19.0,4.0,27.0,20.0,2.0,75.0,19.0,4.0,10.0,1.0
terra-collapsible-menu-view,816.0,1077.0,1519.0,2162.0,1070.0,1551.0,2452.0,2137.0,1272.0,1949.0,1142.0,1052.0,1166.0,543.0
serverless-sequelize-migrations,8251.0,9708.0,8429.0,6092.0,6990.0,6537.0,5451.0,4609.0,3846.0,3042.0,3448.0,3705.0,3112.0,2523.0
kubejs,31.0,23.0,43.0,23.0,19.0,17.0,24.0,13.0,39.0,54.0,44.0,15.0,15.0,12.0
safe-sepa-xml,6.0,7.0,8.0,9.0,2.0,7.0,9.0,9.0,5.0,15.0,7.0,2.0,5.0,1.0
traffic-light,31.0,21.0,24.0,35.0,16.0,21.0,15.0,14.0,53.0,56.0,27.0,14.0,12.0,12.0
zod-prisma-utils,0.0,0.0,176.0,393.0,175.0,109.0,204.0,258.0,316.0,208.0,24.0,20.0,16.0,1.0
karma-cucumberjs-allure-reporter,21.0,7.0,12.0,6.0,3.0,8.0,8.0,6.0,5.0,18.0,9.0,10.0,6.0,1.0
nitro-http-client,9.0,16.0,22.0,20.0,97.0,15.0,19.0,11.0,94.0,43.0,15.0,158.0,26.0,3.0
node-red-contrib-bigexec,282.0,145.0,350.0,144.0,114.0,183.0,160.0,115.0,126.0,306.0,137.0,1327.0,287.0,185.0
flickity-lightbox,34.0,19.0,44.0,28.0,6.0,19.0,26.0,13.0,2.0,36.0,25.0,4.0,14.0,4.0
numberseperatedbythousand,6.0,6.0,3.0,7.0,4.0,4.0,4.0,3.0,1.0,11.0,6.0,4.0,5.0,3.0
fastret,22.0,14.0,9.0,20.0,24.0,18.0,22.0,30.0,8.0,30.0,16.0,12.0,40.0,15.0
tcpee,6.0,8.0,10.0,9.0,4.0,26.0,10.0,16.0,12.0,13.0,10.0,9.0,8.0,3.0
ts-lsp-client,33.0,34.0,26.0,179.0,14.0,41.0,112.0,37.0,83.0,227.0,460.0,313.0,724.0,902.0
winston-testified-console,7.0,5.0,6.0,10.0,5.0,7.0,8.0,3.0,5.0,10.0,5.0,12.0,4.0,2.0
youtube-player-screenshot,84.0,55.0,106.0,119.0,53.0,43.0,83.0,1295.0,173.0,117.0,35.0,55.0,51.0,4.0
atomer-eslint-config,11.0,6.0,8.0,8.0,4.0,5.0,10.0,106.0,4.0,19.0,8.0,11.0,5.0,2.0
hashword,25.0,20.0,38.0,14.0,13.0,10.0,34.0,9.0,8.0,32.0,27.0,9.0,17.0,10.0
eslint-config-appnexus,140.0,61.0,247.0,150.0,23.0,120.0,103.0,75.0,19.0,115.0,85.0,38.0,59.0,6.0
smg-untis-parser,6.0,5.0,3.0,5.0,3.0,6.0,5.0,2.0,2.0,7.0,7.0,2.0,3.0,3.0
akamai-error-lookup,88.0,79.0,163.0,93.0,57.0,162.0,95.0,191.0,91.0,479.0,14.0,85.0,50.0,8.0
human-pretty-date,240.0,248.0,347.0,261.0,316.0,235.0,279.0,107.0,53.0,75.0,69.0,57.0,76.0,60.0
benchmark-octane,47.0,40.0,27.0,13.0,104.0,26.0,29.0,65.0,19.0,66.0,24.0,18.0,17.0,5.0
rbox,32.0,12.0,7.0,12.0,2.0,7.0,10.0,6.0,1.0,9.0,6.0,7.0,6.0,1.0
babel-plugin-log-beautify,21.0,25.0,11.0,10.0,6.0,24.0,23.0,6.0,38.0,33.0,104.0,24.0,9.0,1.0
authorizer-gate-react,0.0,0.0,57.0,15.0,6.0,8.0,10.0,8.0,3.0,18.0,5.0,6.0,6.0,2.0
console-development,95.0,67.0,15.0,14.0,129.0,26.0,66.0,44.0,14.0,34.0,59.0,20.0,28.0,19.0
tmx-tools,48.0,26.0,40.0,52.0,4.0,23.0,37.0,5.0,53.0,61.0,37.0,5.0,38.0,1.0
byteskript-syntax,6.0,9.0,8.0,7.0,6.0,15.0,15.0,8.0,16.0,31.0,10.0,5.0,9.0,2.0
grunt-cleanempty,3904.0,5155.0,5909.0,4297.0,4847.0,4615.0,4199.0,4426.0,4786.0,5253.0,5206.0,4496.0,5834.0,5207.0
barebones-npm-package,10.0,5.0,5.0,7.0,3.0,6.0,11.0,21.0,7.0,28.0,14.0,11.0,5.0,1.0
oap,38.0,13.0,39.0,23.0,13.0,10.0,30.0,69.0,6.0,32.0,16.0,11.0,18.0,3.0
strapi-plugin-route-permission,105.0,100.0,58.0,100.0,133.0,62.0,81.0,35.0,40.0,91.0,74.0,69.0,214.0,58.0
ipfs-network-drive,5.0,4.0,4.0,7.0,6.0,8.0,5.0,4.0,3.0,7.0,6.0,4.0,4.0,2.0
condor-jwt,25.0,10.0,37.0,18.0,22.0,21.0,36.0,27.0,36.0,90.0,18.0,8.0,22.0,5.0
react-rrule-generator,2987.0,3593.0,5534.0,6598.0,9896.0,15486.0,9432.0,11865.0,15458.0,11098.0,3167.0,3555.0,2639.0,1735.0
kioscore-react-native,16.0,10.0,16.0,14.0,4.0,7.0,15.0,5.0,2.0,20.0,14.0,3.0,6.0,7.0
ng2-date-picker,72456.0,68257.0,82041.0,73586.0,89731.0,82973.0,75644.0,73444.0,65536.0,68817.0,59587.0,55790.0,68067.0,49426.0
feed-js,14.0,4.0,9.0,11.0,3.0,11.0,9.0,62.0,26.0,51.0,10.0,6.0,11.0,2.0
otp-input-component,11.0,13.0,7.0,12.0,6.0,7.0,12.0,8.0,3.0,22.0,12.0,5.0,11.0,1.0
easy-waf,217.0,164.0,229.0,155.0,215.0,186.0,316.0,314.0,308.0,763.0,572.0,495.0,573.0,473.0
vue-modal-bootstrap,22.0,17.0,14.0,15.0,9.0,11.0,21.0,11.0,15.0,27.0,19.0,12.0,8.0,7.0
tree-images,12.0,9.0,9.0,13.0,9.0,7.0,12.0,12.0,8.0,19.0,7.0,5.0,4.0,3.0
angular5-spreadsheet,39.0,18.0,40.0,20.0,20.0,9.0,30.0,120.0,15.0,115.0,7.0,13.0,10.0,7.0
serverless-discovery-plugin,185.0,93.0,58.0,19.0,13.0,41.0,94.0,130.0,10.0,33.0,76.0,65.0,133.0,159.0
censorifyaf,6.0,6.0,4.0,7.0,3.0,4.0,17.0,12.0,4.0,18.0,4.0,7.0,3.0,1.0
is-travis,828.0,686.0,643.0,654.0,881.0,922.0,454.0,627.0,719.0,767.0,877.0,805.0,996.0,619.0
gramoloss,394.0,516.0,115.0,156.0,117.0,1293.0,398.0,756.0,860.0,672.0,326.0,483.0,1054.0,1234.0
inox,8.0,6.0,6.0,8.0,3.0,5.0,8.0,3.0,8.0,9.0,7.0,4.0,9.0,2.0
postcss-italian-stylesheets,28.0,15.0,19.0,18.0,6.0,9.0,25.0,8.0,3.0,28.0,24.0,5.0,14.0,8.0
imports-origin-loader,7.0,5.0,5.0,4.0,5.0,5.0,6.0,2.0,2.0,11.0,6.0,1.0,4.0,2.0
compos-cli,14.0,17.0,24.0,19.0,4.0,15.0,25.0,10.0,9.0,73.0,13.0,3.0,9.0,2.0
gh-check,22.0,27.0,16.0,20.0,5.0,24.0,22.0,8.0,11.0,31.0,15.0,3.0,15.0,1.0
generator-go-kit-seed-microservice,27.0,11.0,34.0,25.0,6.0,12.0,24.0,14.0,7.0,38.0,13.0,12.0,23.0,9.0
generator-simple-static-blog,180.0,79.0,270.0,147.0,25.0,105.0,135.0,73.0,1.0,213.0,202.0,7.0,156.0,2.0
grunt-pythonjs,7.0,4.0,5.0,4.0,4.0,7.0,8.0,3.0,6.0,16.0,6.0,4.0,4.0,2.0
less-plugin-px2rem,14.0,6.0,7.0,8.0,4.0,4.0,9.0,4.0,3.0,34.0,49.0,6.0,7.0,2.0
random-message-diana,11.0,15.0,6.0,9.0,3.0,7.0,8.0,6.0,2.0,9.0,5.0,16.0,5.0,1.0
meetyou-angular-ui-demo,21.0,9.0,18.0,11.0,5.0,8.0,17.0,16.0,27.0,35.0,15.0,9.0,19.0,11.0
eventsource,28383569.0,27490691.0,30363537.0,24503540.0,26023604.0,24984647.0,23564780.0,24247527.0,21980647.0,22104395.0,19579283.0,17145738.0,19799726.0,14658865.0
cerebro-qwant,23.0,18.0,15.0,13.0,7.0,11.0,13.0,18.0,10.0,57.0,21.0,4.0,21.0,6.0
react-native-datatable-component,684.0,550.0,775.0,682.0,1040.0,639.0,599.0,500.0,549.0,681.0,571.0,564.0,507.0,307.0
fs-objects,13.0,7.0,13.0,12.0,7.0,11.0,9.0,5.0,2.0,18.0,14.0,6.0,7.0,3.0
srraf,414.0,353.0,667.0,636.0,587.0,410.0,289.0,266.0,335.0,435.0,430.0,491.0,501.0,444.0
phaxio-promise,815.0,924.0,1090.0,761.0,822.0,822.0,749.0,675.0,392.0,806.0,596.0,445.0,327.0,369.0
npm-link-recursive,9.0,9.0,7.0,4.0,4.0,5.0,7.0,8.0,3.0,12.0,8.0,5.0,2.0,2.0
weblas,31.0,15.0,27.0,39.0,19.0,12.0,25.0,15.0,16.0,42.0,32.0,16.0,36.0,9.0
stub,554.0,629.0,517.0,594.0,548.0,587.0,388.0,397.0,201.0,280.0,204.0,106.0,183.0,164.0
nodejs-express-utils,166.0,114.0,242.0,172.0,53.0,234.0,105.0,89.0,1.0,134.0,98.0,10.0,47.0,50.0
react-loading-toast,44.0,43.0,19.0,29.0,15.0,33.0,25.0,15.0,9.0,38.0,17.0,25.0,20.0,4.0
react-native-clear-cache-dyxtest,16.0,3.0,4.0,7.0,5.0,5.0,7.0,4.0,2.0,11.0,17.0,13.0,9.0,4.0
node-red-contrib-docker-stream,40.0,28.0,21.0,28.0,19.0,12.0,27.0,30.0,23.0,31.0,27.0,28.0,30.0,18.0
trucking,13.0,9.0,5.0,8.0,3.0,5.0,12.0,2.0,6.0,12.0,6.0,1.0,6.0,4.0
swagger-client,996075.0,1057668.0,1293375.0,1130972.0,1298878.0,1353088.0,1325489.0,1419799.0,1379375.0,1414605.0,1303599.0,1215437.0,1620349.0,1288725.0
drpx-seo,16.0,5.0,7.0,6.0,3.0,5.0,4.0,4.0,5.0,10.0,6.0,2.0,4.0,3.0
react-native-flatlist-with-custom-refresh,18.0,13.0,9.0,13.0,6.0,15.0,17.0,8.0,12.0,26.0,39.0,4.0,6.0,1.0
vuejs-datepicker-chariliekassel-fork,10.0,8.0,6.0,6.0,4.0,4.0,11.0,11.0,20.0,33.0,7.0,15.0,12.0,8.0
can-define-list,13.0,7.0,6.0,9.0,4.0,8.0,12.0,23.0,7.0,30.0,5.0,6.0,3.0,3.0
npm-deep-ls,0.0,0.0,0.0,196.0,30.0,5.0,12.0,8.0,6.0,16.0,17.0,2.0,6.0,1.0
vue-components-generator,7.0,7.0,4.0,7.0,3.0,7.0,10.0,2.0,6.0,20.0,7.0,14.0,4.0,5.0
console-read-write,2164.0,3156.0,2998.0,2360.0,2189.0,2035.0,2152.0,1888.0,1906.0,1846.0,1675.0,1645.0,1942.0,1449.0
rechnungsbuttler,6.0,4.0,4.0,6.0,3.0,9.0,6.0,4.0,8.0,8.0,7.0,1.0,5.0,4.0
microapp-cli,26.0,12.0,26.0,19.0,6.0,8.0,20.0,9.0,22.0,28.0,19.0,4.0,17.0,1.0
replace-require-functions,38.0,126.0,195.0,133.0,99.0,173.0,142.0,126.0,65.0,52.0,24.0,26.0,37.0,36.0
act-master,232.0,150.0,254.0,201.0,379.0,285.0,600.0,721.0,648.0,1574.0,569.0,205.0,340.0,177.0
webpack-plugin-alias-jsconfig,9.0,6.0,3.0,4.0,3.0,6.0,6.0,1.0,4.0,14.0,20.0,14.0,5.0,6.0
nodemailer-mjml,2303.0,4146.0,3858.0,3687.0,4817.0,4203.0,4041.0,5454.0,5980.0,5970.0,7962.0,8518.0,10946.0,7679.0
metalsmith-renamer,1440.0,819.0,1476.0,1343.0,601.0,1494.0,777.0,548.0,160.0,959.0,473.0,750.0,749.0,163.0
ux,19.0,40.0,29.0,25.0,18.0,27.0,33.0,30.0,33.0,44.0,49.0,16.0,29.0,10.0
keybase-bjson-express,11.0,4.0,8.0,7.0,5.0,6.0,7.0,2.0,3.0,12.0,9.0,10.0,2.0,2.0
got-lite,2290.0,2315.0,3218.0,3261.0,3334.0,2204.0,1992.0,2483.0,2628.0,2132.0,1279.0,2382.0,3159.0,8054.0
slinky,19.0,29.0,20.0,21.0,17.0,12.0,12.0,9.0,23.0,30.0,38.0,14.0,42.0,5.0
command-center,12.0,13.0,14.0,10.0,8.0,15.0,9.0,15.0,8.0,40.0,8.0,2.0,14.0,31.0
commonform-cli,156.0,73.0,222.0,140.0,35.0,88.0,130.0,73.0,86.0,584.0,63.0,20.0,72.0,6.0
vue-kakao-sdk,852.0,776.0,964.0,1235.0,961.0,855.0,653.0,623.0,519.0,607.0,441.0,333.0,439.0,291.0
ragent-pool,28.0,18.0,19.0,28.0,5.0,14.0,21.0,12.0,2.0,28.0,21.0,2.0,10.0,1.0
datenow,213.0,158.0,184.0,192.0,136.0,152.0,130.0,282.0,99.0,84.0,42.0,30.0,102.0,58.0
agree-tools,12.0,6.0,10.0,7.0,5.0,7.0,17.0,112.0,9.0,38.0,6.0,1.0,4.0,3.0
generator-spira,61.0,18.0,81.0,44.0,15.0,27.0,48.0,21.0,5.0,65.0,66.0,5.0,20.0,21.0
nodebb-plugin-session-sharing-gaia-project,19.0,16.0,14.0,19.0,5.0,6.0,8.0,7.0,2.0,20.0,10.0,12.0,8.0,2.0
create-eva-app,8.0,4.0,5.0,5.0,4.0,6.0,7.0,4.0,3.0,16.0,7.0,2.0,2.0,1.0
redux-storage-merger-immutablejs,2452.0,2434.0,3097.0,1561.0,1801.0,1440.0,1313.0,1224.0,985.0,1142.0,806.0,677.0,829.0,910.0
ll-create,22.0,8.0,23.0,17.0,4.0,6.0,21.0,9.0,1.0,17.0,15.0,12.0,205.0,113.0
generator-sd-express,18.0,12.0,20.0,10.0,8.0,6.0,18.0,9.0,13.0,24.0,15.0,3.0,8.0,1.0
lzj-create-react-app,30.0,29.0,43.0,43.0,17.0,11.0,29.0,15.0,1.0,42.0,17.0,16.0,16.0,1.0
lti,115.0,48.0,153.0,135.0,139.0,72.0,47.0,47.0,22.0,96.0,62.0,25.0,64.0,19.0
roto-test,17.0,18.0,12.0,14.0,5.0,8.0,14.0,3.0,10.0,20.0,16.0,1.0,18.0,1.0
hast-util-has-property,1459350.0,1507986.0,1610195.0,1376312.0,1459693.0,1517543.0,1607895.0,1713284.0,1571859.0,1618000.0,1519767.0,1395818.0,1786898.0,1393902.0
hubot-ibmcloud-weather,21.0,8.0,19.0,18.0,5.0,8.0,21.0,19.0,12.0,37.0,13.0,7.0,13.0,7.0
typed-bbcode,10.0,7.0,10.0,6.0,32.0,12.0,9.0,3.0,6.0,18.0,15.0,6.0,6.0,1.0
vuepress-theme-neo,773.0,52.0,52.0,55.0,59.0,102.0,66.0,54.0,253.0,90.0,28.0,37.0,23.0,7.0
template-rnb,4.0,4.0,5.0,4.0,4.0,4.0,7.0,2.0,3.0,9.0,7.0,4.0,4.0,1.0
pug-html-info-loader,16.0,22.0,17.0,11.0,12.0,13.0,13.0,44.0,97.0,30.0,14.0,6.0,13.0,6.0
qsa-observer,1339.0,1108.0,1341.0,861.0,801.0,1641.0,1369.0,1315.0,1216.0,1313.0,1097.0,1130.0,1789.0,1499.0
storybook-addon-storyclip,28.0,13.0,12.0,12.0,15.0,25.0,13.0,6.0,7.0,30.0,24.0,17.0,35.0,32.0
generator-genmod,10.0,8.0,7.0,7.0,2.0,5.0,14.0,9.0,4.0,13.0,6.0,18.0,5.0,1.0
easy-api-interface,11.0,4.0,5.0,8.0,3.0,6.0,6.0,2.0,2.0,9.0,6.0,4.0,4.0,2.0
django-formset,177.0,180.0,306.0,228.0,119.0,206.0,226.0,403.0,160.0,321.0,287.0,395.0,234.0,166.0
sankey-plus-test,7.0,6.0,2.0,4.0,6.0,6.0,7.0,2.0,2.0,7.0,5.0,6.0,38.0,20.0
kvfs,42.0,43.0,46.0,43.0,9.0,18.0,32.0,17.0,4.0,46.0,31.0,22.0,15.0,2.0
preview-image,25.0,19.0,20.0,21.0,10.0,6.0,28.0,9.0,22.0,43.0,10.0,20.0,10.0,1.0
orderedmap,2392895.0,2517192.0,3121679.0,2843978.0,3214055.0,3397561.0,3784272.0,4067538.0,3475654.0,3705916.0,3548210.0,3243288.0,3987990.0,3172104.0
body-cleaner,40.0,39.0,46.0,25.0,28.0,22.0,31.0,46.0,29.0,101.0,22.0,30.0,28.0,27.0
cbp-ports,16.0,8.0,20.0,15.0,9.0,8.0,15.0,14.0,11.0,78.0,15.0,4.0,19.0,2.0
gitbook-plugin-readmore,43.0,19.0,19.0,30.0,8.0,8.0,29.0,10.0,15.0,83.0,61.0,14.0,30.0,7.0
ng-cache,353.0,89.0,47.0,24.0,30.0,34.0,43.0,13.0,8.0,25.0,18.0,16.0,23.0,14.0
shana,16.0,8.0,8.0,11.0,4.0,6.0,11.0,3.0,5.0,16.0,9.0,3.0,6.0,2.0
bitdipak,45.0,22.0,39.0,31.0,23.0,11.0,25.0,22.0,11.0,138.0,21.0,13.0,12.0,1.0
intro-guide-js,30.0,9.0,18.0,10.0,10.0,9.0,14.0,11.0,9.0,19.0,12.0,19.0,24.0,14.0
struc,12.0,9.0,6.0,15.0,8.0,10.0,12.0,9.0,6.0,13.0,10.0,7.0,9.0,4.0
cli-kodeku,16.0,7.0,10.0,8.0,5.0,12.0,11.0,4.0,3.0,42.0,11.0,18.0,8.0,1.0
fhir-node,34.0,23.0,41.0,30.0,5.0,16.0,30.0,18.0,4.0,46.0,16.0,13.0,18.0,1.0
driver-miniapp,4190.0,5964.0,6513.0,5484.0,4971.0,3821.0,4214.0,5399.0,3782.0,3306.0,5031.0,4427.0,3961.0,1530.0
cancel_axios_request,25.0,24.0,18.0,35.0,13.0,10.0,15.0,8.0,8.0,82.0,10.0,9.0,8.0,7.0
xaxa,294.0,181.0,163.0,304.0,157.0,79.0,212.0,200.0,304.0,263.0,317.0,158.0,116.0,80.0
centroid-stream,14.0,16.0,17.0,10.0,11.0,9.0,14.0,14.0,9.0,70.0,7.0,4.0,14.0,1.0
gulp-through,5357.0,4668.0,7001.0,2193.0,531.0,466.0,389.0,290.0,300.0,417.0,455.0,440.0,498.0,253.0
cluster-cleanup,19.0,12.0,20.0,22.0,5.0,22.0,31.0,21.0,31.0,88.0,7.0,7.0,13.0,3.0
hyperterm-one-light,32.0,21.0,39.0,25.0,9.0,7.0,45.0,17.0,5.0,35.0,14.0,6.0,22.0,3.0
moxie-error,15.0,10.0,10.0,9.0,9.0,25.0,9.0,27.0,12.0,10.0,8.0,8.0,7.0,2.0
vue-pdf-q,21.0,18.0,10.0,13.0,5.0,5.0,14.0,3.0,9.0,24.0,9.0,5.0,8.0,3.0
roboflow-cli,100.0,47.0,54.0,37.0,43.0,17.0,51.0,38.0,35.0,49.0,38.0,36.0,31.0,29.0
devswap-sdk,9.0,9.0,5.0,5.0,5.0,6.0,9.0,3.0,1.0,6.0,5.0,5.0,3.0,1.0
eliq2graphite,142.0,35.0,122.0,105.0,16.0,55.0,65.0,38.0,6.0,106.0,46.0,40.0,38.0,41.0
ipc-wrapper,41.0,15.0,25.0,35.0,5.0,9.0,30.0,12.0,2.0,34.0,23.0,3.0,12.0,1.0
s15e-javascript,400.0,229.0,285.0,516.0,209.0,575.0,289.0,157.0,205.0,377.0,429.0,294.0,383.0,248.0
formik-material-fields,536.0,796.0,659.0,770.0,937.0,952.0,605.0,774.0,789.0,671.0,742.0,734.0,730.0,266.0
react-simple-share,156.0,142.0,191.0,72.0,98.0,106.0,118.0,52.0,150.0,97.0,98.0,168.0,167.0,114.0
burgton-button,48.0,32.0,41.0,35.0,14.0,35.0,42.0,72.0,74.0,231.0,23.0,17.0,80.0,61.0
react-toggle-emoji,18.0,7.0,10.0,14.0,4.0,7.0,14.0,7.0,2.0,22.0,8.0,5.0,10.0,2.0
tradebot,6.0,5.0,6.0,5.0,4.0,3.0,8.0,3.0,3.0,9.0,6.0,3.0,5.0,2.0
detached-jquery-2.0.3,40.0,34.0,38.0,38.0,40.0,33.0,40.0,43.0,35.0,46.0,37.0,39.0,36.0,26.0
documentdb-utils,110.0,54.0,103.0,56.0,39.0,40.0,63.0,45.0,31.0,111.0,72.0,29.0,48.0,8.0
express-babel,469.0,392.0,310.0,291.0,393.0,623.0,465.0,244.0,338.0,1009.0,408.0,286.0,469.0,631.0
sepia-speechrecognition-polyfill,894.0,1020.0,227.0,593.0,949.0,1003.0,705.0,448.0,628.0,341.0,497.0,427.0,475.0,1217.0
mai-number-formatter,15.0,7.0,7.0,6.0,4.0,7.0,10.0,3.0,1.0,12.0,11.0,6.0,5.0,1.0
regions,150.0,108.0,343.0,404.0,178.0,340.0,219.0,261.0,308.0,346.0,269.0,178.0,209.0,162.0
temporary-object-pooling,240.0,275.0,485.0,338.0,74.0,11.0,16.0,11.0,9.0,15.0,11.0,12.0,7.0,33.0
dhc-vue-image,12.0,6.0,8.0,11.0,6.0,11.0,10.0,4.0,3.0,21.0,11.0,4.0,7.0,3.0
janus-token,9.0,6.0,7.0,6.0,7.0,6.0,9.0,3.0,2.0,27.0,10.0,10.0,4.0,2.0
mysql-abstraction,226.0,101.0,162.0,165.0,68.0,112.0,306.0,92.0,54.0,147.0,63.0,51.0,84.0,63.0
nsupdate,35.0,44.0,52.0,52.0,9.0,15.0,29.0,27.0,2.0,39.0,27.0,6.0,27.0,1.0
secret-santa-subjects,11.0,11.0,10.0,12.0,12.0,5.0,13.0,2.0,5.0,16.0,11.0,3.0,6.0,1.0
cordero,10.0,4.0,5.0,5.0,6.0,7.0,6.0,11.0,4.0,18.0,6.0,5.0,4.0,3.0
uniswap-modal,15.0,7.0,4.0,6.0,2.0,5.0,9.0,2.0,11.0,14.0,5.0,9.0,5.0,2.0
